"folio","region","a2","f4","edad","d31","d34","factor","sexo","ingreso"
"70-21-39-50","13",1,-888,36,1,3,19497.689453125,"Hombre",401500
"96-24-73-25","13",1,-999,47,1,1,12750.810546875,"Hombre",401500
"58-56-98-81","13",1,1200000,49,2,1,33750.91015625,"Hombre",1200000
"27-06-35-57","13",1,-999,35,1,1,30406.8515625,"Hombre",401500
"66-67-36-32","13",1,3500000,44,2,1,5524.4765625,"Hombre",3500000
"42-70-96-78","13",1,1200000,35,1,1,107956.1171875,"Hombre",1200000
"92-58-86-15","13",1,490000,21,1,2,7049.4755859375,"Hombre",490000
"01-93-83-00","13",1,NA,21,1,1,28571.984375,"Hombre",401500
"48-38-47-19","13",1,0,22,1,1,17796.8984375,"Hombre",0
"73-64-27-13","13",1,450000,20,1,2,10503.4111328125,"Hombre",450000
"66-74-88-17","13",1,NA,26,1,2,15740.6328125,"Hombre",401500
"73-21-11-20","13",1,NA,51,1,1,28092.001953125,"Hombre",401500
"23-42-14-05","13",1,300000,26,1,1,33966.8671875,"Hombre",300000
"77-51-88-26","13",1,400000,45,1,2,17116.98828125,"Hombre",400000
"75-37-86-70","13",1,580000,47,1,1,17147.845703125,"Hombre",580000
"11-60-39-35","13",1,1000000,65,1,1,18766.16015625,"Hombre",1000000
"27-90-72-64","13",1,2400000,36,1,1,17242.095703125,"Hombre",2400000
"05-34-06-56","13",1,180000,68,1,1,22356.39453125,"Hombre",180000
"72-79-71-40","13",1,301000,57,1,1,31794.9140625,"Hombre",301000
"21-05-93-57","13",1,NA,41,1,1,30212.455078125,"Hombre",401500
"01-33-06-75","13",1,NA,20,1,2,85619.96875,"Hombre",401500
"19-35-08-96","13",1,1100000,40,1,1,26333.5234375,"Hombre",1100000
"48-09-39-44","14",1,1500000,35,1,2,10151.2724609375,"Hombre",1500000
"62-93-22-15","14",1,-999,59,1,2,13029.072265625,"Hombre",401500
"91-85-92-62","14",1,270000,23,1,1,19652.265625,"Hombre",270000
"49-75-06-34","14",1,250000,44,1,2,23667.357421875,"Hombre",250000
"69-28-39-16","14",1,680000,41,1,1,5285.1123046875,"Hombre",680000
"27-99-15-79","14",1,800000,52,1,1,2834.01489257812,"Hombre",800000
"77-44-62-60","14",1,2000000,34,1,2,3473.94458007812,"Hombre",2000000
"84-30-85-46","14",1,1200000,31,2,2,2959.09887695312,"Hombre",1200000
"14-69-63-41","14",1,NA,74,1,1,7225.62353515625,"Hombre",401500
"86-24-89-50","14",1,-999,48,1,1,2735.546875,"Hombre",401500
"36-22-04-39","14",1,340000,54,1,1,11199.30078125,"Hombre",340000
"11-67-37-58","14",1,-999,40,1,1,5183.0126953125,"Hombre",401500
"75-04-66-12","14",1,700000,60,1,1,3160.25439453125,"Hombre",700000
"78-62-43-45","15",1,600000,44,1,1,11159.0712890625,"Hombre",600000
"04-30-65-97","15",1,390000,30,1,1,4586.16552734375,"Hombre",390000
"35-03-91-85","15",1,600000,46,1,1,887.765991210938,"Hombre",600000
"12-75-37-16","15",1,-888,56,1,1,3800.75537109375,"Hombre",401500
"63-14-05-98","15",1,450000,66,1,1,354.746704101562,"Hombre",450000
"43-68-84-81","15",1,190000,21,1,1,2903.97290039062,"Hombre",190000
"09-85-07-27","15",1,NA,65,1,1,676.325744628906,"Hombre",401500
"69-50-44-79","15",1,600000,36,1,2,262.670227050781,"Hombre",600000
"63-25-53-15","15",1,500000,22,1,1,577.506408691406,"Hombre",500000
"92-90-81-82","15",1,NA,35,1,1,2206.0791015625,"Hombre",401500
"56-75-93-20","15",1,100000,50,1,1,2098.26611328125,"Hombre",100000
"29-88-30-53","15",1,-999,25,1,1,3944.6337890625,"Hombre",401500
"82-57-41-47","15",1,133000,20,1,2,4543.3740234375,"Hombre",133000
"65-02-61-01","16",1,NA,78,1,1,8430.6796875,"Hombre",401500
"54-39-51-63","16",1,NA,68,1,1,3237.07836914062,"Hombre",401500
"80-18-71-34","16",1,200000,31,1,2,10650.046875,"Hombre",200000
"54-21-58-79","16",1,0,50,1,1,7580.8232421875,"Hombre",0
"10-03-57-42","16",1,1150000,31,1,2,2761.70727539062,"Hombre",1150000
"37-07-89-70","16",1,1700000,53,1,1,3868.63989257812,"Hombre",1700000
"81-99-16-76","16",1,300000,49,1,1,3743.16040039062,"Hombre",300000
"02-93-50-67","16",1,705000,61,1,2,2401.82763671875,"Hombre",705000
"28-14-25-24","16",1,314000,21,1,1,4375.03564453125,"Hombre",314000
"15-72-30-93","16",1,600000,55,1,1,4779.65869140625,"Hombre",600000
"71-86-46-15","16",1,NA,48,1,1,1034.61511230469,"Hombre",401500
"84-16-91-20","16",1,NA,74,1,1,2268.36450195312,"Hombre",401500
"51-47-01-92","16",1,510000,38,1,1,1477.94299316406,"Hombre",510000
"63-06-17-49","16",1,510000,20,1,3,5748.87353515625,"Hombre",510000
"94-71-72-80","16",1,500000,57,1,1,5065.619140625,"Hombre",500000
"04-47-55-48","16",1,NA,31,1,1,11100.9228515625,"Hombre",401500
"98-50-16-77","16",1,500000,30,1,1,6899.521484375,"Hombre",500000
"57-26-52-56","16",1,450000,61,1,1,2838.63623046875,"Hombre",450000
"87-89-09-55","1",1,112000,63,1,2,2707.18481445312,"Hombre",112000
"38-66-30-71","2",1,2100000,44,1,1,145.387786865234,"Hombre",2100000
"83-94-51-55","4",1,800000,38,1,1,709.842712402344,"Hombre",800000
"67-29-06-98","4",1,300000,68,1,1,2541.21899414062,"Hombre",300000
"95-55-10-70","4",1,NA,66,1,1,3488.86596679688,"Hombre",401500
"64-87-85-11","4",1,300000,58,1,2,2202.66748046875,"Hombre",300000
"41-34-32-16","4",1,700000,47,1,2,2375.57592773438,"Hombre",700000
"56-86-84-60","4",1,600000,45,1,2,3599.0341796875,"Hombre",600000
"76-05-30-14","4",1,NA,39,1,1,6577.95654296875,"Hombre",401500
"27-54-93-34","4",1,300000,63,1,1,519.821716308594,"Hombre",300000
"29-90-74-13","4",1,NA,48,1,1,1290.39331054688,"Hombre",401500
"45-85-46-51","4",1,695000,71,1,1,2229.59497070312,"Hombre",695000
"78-36-01-65","5",1,NA,74,1,1,4471.380859375,"Hombre",401500
"50-47-99-19","5",1,500000,45,1,3,10906.1875,"Hombre",500000
"48-08-42-67","5",1,500000,34,2,1,6788.57275390625,"Hombre",500000
"45-37-80-88","5",1,800000,43,1,1,30667.388671875,"Hombre",800000
"03-64-65-77","5",1,NA,74,1,1,2863.76977539062,"Hombre",401500
"49-10-75-00","5",1,250000,22,1,2,10218.544921875,"Hombre",250000
"06-42-88-23","5",1,820000,58,1,2,2268.29614257812,"Hombre",820000
"37-52-76-96","6",1,600000,47,1,1,3878.82104492188,"Hombre",600000
"71-16-12-84","6",1,320000,30,1,1,14032.916015625,"Hombre",320000
"32-37-23-91","6",1,NA,76,2,1,9673.9931640625,"Hombre",401500
"92-45-32-86","6",1,200000,58,1,1,9662.0849609375,"Hombre",200000
"92-94-01-49","6",1,448000,67,1,1,2497.45727539062,"Hombre",448000
"58-14-50-83","6",1,500000,60,1,1,1979.05053710938,"Hombre",500000
"01-60-50-16","6",1,150000,88,1,1,6306.087890625,"Hombre",150000
"33-35-20-60","6",1,300000,57,1,1,16915.787109375,"Hombre",300000
"35-39-41-75","6",1,NA,75,1,2,3574.8369140625,"Hombre",401500
"86-61-50-19","6",1,NA,18,1,1,3976.73315429688,"Hombre",401500
"03-53-55-68","6",1,NA,48,1,1,461.100555419922,"Hombre",401500
"37-80-18-73","7",1,NA,69,1,1,2916.89965820312,"Hombre",401500
"97-18-09-21","7",1,320000,51,1,1,10920.5185546875,"Hombre",320000
"34-42-94-58","7",1,403000,36,1,1,12228.658203125,"Hombre",403000
"05-33-11-62","7",1,350000,73,1,2,2059.51611328125,"Hombre",350000
"00-07-79-63","7",1,700000,62,1,1,4695.720703125,"Hombre",700000
"16-95-47-28","7",1,400000,22,1,1,2634.46875,"Hombre",400000
"90-90-78-92","7",1,NA,67,1,1,1408.12475585938,"Hombre",401500
"32-61-49-85","8",1,370000,56,1,2,6799.0966796875,"Hombre",370000
"28-94-21-11","8",1,2100000,33,2,2,2866.85034179688,"Hombre",2100000
"09-70-23-49","8",1,NA,71,2,1,2725.95190429688,"Hombre",401500
"27-03-71-37","8",1,NA,50,1,1,4372.85546875,"Hombre",401500
"32-60-79-58","8",1,500000,30,1,2,15243.7783203125,"Hombre",500000
"37-37-10-31","8",1,NA,80,1,1,1988.64404296875,"Hombre",401500
"59-48-86-96","8",1,550000,45,1,1,9895.0302734375,"Hombre",550000
"15-75-89-87","9",1,NA,48,1,1,3442.85546875,"Hombre",401500
"89-36-81-28","9",1,260000,46,1,2,3165.32397460938,"Hombre",260000
"98-84-56-54","9",1,700000,26,1,1,2987.94311523438,"Hombre",700000
"85-93-63-58","9",1,120000,34,1,1,9230.775390625,"Hombre",120000
"24-57-73-74","9",1,350000,65,1,1,4198.25439453125,"Hombre",350000
"45-76-35-60","9",1,-999,60,1,2,12029.9228515625,"Hombre",401500
"21-23-13-91","9",1,262000,52,1,2,14861.81640625,"Hombre",262000
"79-44-06-39","9",1,3000000,46,1,1,1176.33605957031,"Hombre",3000000
"25-29-33-57","9",1,NA,71,1,2,2140.1220703125,"Hombre",401500
"19-77-08-14","9",1,380000,37,2,1,13959.791015625,"Hombre",380000
"43-37-82-73","9",1,NA,71,1,1,3930.4814453125,"Hombre",401500
"37-39-98-90","10",1,400000,37,1,1,6138.541015625,"Hombre",400000
"76-07-61-86","10",1,NA,50,1,2,2600.11669921875,"Hombre",401500
"06-94-19-07","10",1,2000000,58,1,2,1593.35656738281,"Hombre",2000000
"91-07-41-75","10",1,150000,64,1,1,1249.34375,"Hombre",150000
"35-79-40-23","10",1,NA,75,1,1,2598.02270507812,"Hombre",401500
"13-00-12-07","10",1,540000,40,1,1,1742.52575683594,"Hombre",540000
"00-71-23-99","10",1,100000,56,2,2,13366.2685546875,"Hombre",100000
"26-45-08-91","10",1,1800000,72,1,1,5825.20068359375,"Hombre",1800000
"16-28-12-13","10",1,120000,50,1,2,5564.19677734375,"Hombre",120000
"24-84-51-61","10",1,NA,85,1,1,5085.43603515625,"Hombre",401500
"94-04-34-07","10",1,360000,19,1,1,16249.890625,"Hombre",360000
"67-51-52-59","10",1,180000,47,1,1,13005.7294921875,"Hombre",180000
"37-52-14-87","10",1,300000,34,1,1,20654.5625,"Hombre",300000
"27-42-68-44","10",1,400000,53,1,2,7742.46826171875,"Hombre",400000
"71-38-11-33","10",1,NA,67,1,1,3918.45776367188,"Hombre",401500
"16-73-95-81","10",1,NA,78,2,1,3829.6455078125,"Hombre",401500
"89-81-93-09","10",1,NA,29,1,1,1398.2158203125,"Hombre",401500
"20-77-48-53","11",1,1700000,46,1,1,108.395385742188,"Hombre",1700000
"81-54-46-12","13",1,NA,70,1,1,6517.30810546875,"Hombre",401500
"62-21-03-52","13",1,600000,60,1,1,4878.9453125,"Hombre",600000
"97-93-34-79","13",1,280000,43,1,1,16086.4296875,"Hombre",280000
"87-99-79-29","13",1,2000000,38,1,1,6467.34375,"Hombre",2000000
"04-40-43-09","13",1,310000,58,1,1,35417.90625,"Hombre",310000
"03-15-63-47","13",1,NA,67,1,1,14009.1875,"Hombre",401500
"32-25-62-48","13",1,3000000,45,1,1,17383.28515625,"Hombre",3000000
"22-77-10-92","13",1,300000,63,1,1,19305.126953125,"Hombre",300000
"72-48-63-17","14",1,500000,59,1,1,32718.810546875,"Hombre",500000
"26-93-07-43","14",1,400000,50,1,2,6156.17431640625,"Hombre",400000
"48-14-45-92","14",1,250000,63,1,2,3892.87890625,"Hombre",250000
"65-41-77-72","14",1,340000,61,1,2,3864.07495117188,"Hombre",340000
"86-74-77-37","14",1,150000,47,1,1,9484.9326171875,"Hombre",150000
"59-49-92-38","14",1,170000,66,1,1,2268.63525390625,"Hombre",170000
"04-51-68-69","14",1,NA,49,1,1,19021.44921875,"Hombre",401500
"03-36-14-23","16",1,NA,69,2,1,12948.029296875,"Hombre",401500
"22-79-14-58","16",1,NA,67,1,1,11467.0791015625,"Hombre",401500
"68-79-24-87","16",1,600000,45,1,1,9377.0869140625,"Hombre",600000
"26-35-43-16","16",1,800000,47,1,2,4379.76171875,"Hombre",800000
"85-59-01-77","16",1,300000,65,1,1,3147.8525390625,"Hombre",300000
"61-18-08-24","15",1,400000,60,1,2,240.05615234375,"Hombre",400000
"87-98-22-33","15",1,NA,43,1,1,1340.5576171875,"Hombre",401500
