"region_ts","nregion","genero","factor","edad","ingreso","d31","d34","casos","razon_casos"
13,"Metropolitana","Mujer",16585.134765625,75,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",25926.837890625,32,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",10528.2880859375,63,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",57489.6015625,55,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",17976.7109375,60,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",182349.21875,64,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",194764.15625,23,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",3657.90893554688,73,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",37880.76953125,33,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",18500.21484375,81,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",109115.859375,63,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",46376.85546875,52,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",86412.890625,41,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",9767.62890625,63,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",8460.8935546875,71,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",11471.5849609375,63,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",26442.822265625,42,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",9116.314453125,62,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",22650.873046875,50,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",54658.484375,45,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",9732.2939453125,73,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",82132.65625,21,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",27027.828125,47,401500,3,1,22743,3.89542100877882
13,"Metropolitana","Mujer",61433.8828125,52,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",48847.19921875,58,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",68954.3671875,25,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",12707.123046875,42,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",18555.455078125,64,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",42186.09765625,56,401500,1,2,22743,3.89542100877882
13,"Metropolitana","Mujer",24320.4453125,56,401500,2,1,22743,3.89542100877882
13,"Metropolitana","Mujer",30632.9296875,18,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",68278.0859375,72,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",34658.94921875,55,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",21725.7265625,53,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",36780.42578125,57,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",53531.08203125,37,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",36589.35546875,22,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",26976.904296875,47,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",11026.755859375,56,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",37487.18359375,64,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",16333.263671875,36,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",12878.01953125,62,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",14793.7587890625,64,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",17971.212890625,59,401500,1,2,22743,3.89542100877882
13,"Metropolitana","Mujer",12735.2431640625,76,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",17319.86328125,44,401500,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",22912.970703125,27,400000,2,2,22743,3.89542100877882
13,"Metropolitana","Hombre",25266.037109375,47,400000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",39645.640625,40,400000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",17116.98828125,45,400000,1,2,22743,3.89542100877882
13,"Metropolitana","Mujer",88227.9375,22,400000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",30299.0078125,58,400000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",32760.91015625,36,400000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",18011.953125,28,400000,1,2,22743,3.89542100877882
13,"Metropolitana","Mujer",20073.94921875,56,400000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",79626.0546875,24,390000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",37264.1015625,53,390000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",15081.4599609375,52,380000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",49612.125,26,360000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",17221.59765625,54,350000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",16747.537109375,56,350000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",7248.619140625,66,350000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",15691.904296875,70,320500,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",20614.419921875,56,320000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",20383.939453125,53,320000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",4832.896484375,42,320000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",35417.90625,58,310000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",46949.79296875,62,301000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",31794.9140625,57,301000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",44023.12890625,22,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",57251.61328125,66,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",33966.8671875,26,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",19305.126953125,63,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",16021.734375,34,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",6874.22900390625,37,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",12175.6865234375,24,300000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",92951.9296875,30,300000,1,2,22743,3.89542100877882
13,"Metropolitana","Hombre",79034.53125,19,285000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",16086.4296875,43,280000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",72049.890625,42,280000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",15958.2763671875,46,245000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",26725.015625,70,230000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",37443.95703125,21,200000,1,2,22743,3.89542100877882
13,"Metropolitana","Hombre",43105.28515625,65,200000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",17916.41015625,56,200000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",3463.40600585938,39,200000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",61256.67578125,30,200000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",47462.9375,53,200000,2,1,22743,3.89542100877882
13,"Metropolitana","Hombre",55579.77734375,24,180000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",22356.39453125,68,180000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",101456.1484375,22,160000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",54003.40234375,20,150000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",10306.9326171875,35,150000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",13864.9423828125,47,150000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",56715.46875,20,147000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",23037.080078125,21,120000,1,2,22743,3.89542100877882
13,"Metropolitana","Mujer",23480.712890625,55,120000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",12803.1767578125,31,110000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",5768.03759765625,23,91000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",35943.41015625,72,80000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",197897.671875,23,75000,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",5411.1220703125,44,50000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",6072.2080078125,25,40000,2,2,22743,3.89542100877882
13,"Metropolitana","Hombre",6907.5927734375,72,30000,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",8074.82861328125,72,0,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",20055.01953125,54,0,1,1,22743,3.89542100877882
13,"Metropolitana","Hombre",17796.8984375,22,0,1,1,22743,3.89542100877882
13,"Metropolitana","Mujer",139537.90625,21,0,1,1,22743,3.89542100877882
14,"Los Ríos","Hombre",3473.94458007812,34,2000000,1,2,105,0.0179843998558579
14,"Los Ríos","Hombre",10151.2724609375,35,1500000,1,2,105,0.0179843998558579
14,"Los Ríos","Hombre",2959.09887695312,31,1200000,2,2,105,0.0179843998558579
14,"Los Ríos","Hombre",2834.01489257812,52,800000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",3160.25439453125,60,700000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",5285.1123046875,41,680000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",32718.810546875,59,500000,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",3937.60668945312,49,500000,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",5973.208984375,27,483000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",13029.072265625,59,401500,1,2,105,0.0179843998558579
14,"Los Ríos","Hombre",7225.62353515625,74,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",2735.546875,48,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",5183.0126953125,40,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",19021.44921875,49,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",3986.53466796875,71,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",27055.7890625,72,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",9684.5732421875,70,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",1800.07043457031,68,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",3860.82666015625,36,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",5386.666015625,61,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",4385.0634765625,63,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",4112.947265625,52,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",11524.7822265625,29,401500,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",6156.17431640625,50,400000,1,2,105,0.0179843998558579
14,"Los Ríos","Mujer",3397.24853515625,58,400000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",11199.30078125,54,340000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",3864.07495117188,61,340000,1,2,105,0.0179843998558579
14,"Los Ríos","Hombre",19652.265625,23,270000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",23667.357421875,44,250000,1,2,105,0.0179843998558579
14,"Los Ríos","Hombre",3892.87890625,63,250000,1,2,105,0.0179843998558579
14,"Los Ríos","Hombre",2268.63525390625,66,170000,1,1,105,0.0179843998558579
14,"Los Ríos","Hombre",9484.9326171875,47,150000,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",5935.08203125,32,120000,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",5703.5673828125,22,79900,1,1,105,0.0179843998558579
14,"Los Ríos","Mujer",3392.15112304688,66,20000,1,1,105,0.0179843998558579
15,"Arica y Parinacota","Mujer",1989.98022460938,33,1100000,3,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",1137.07507324219,34,1100000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",994.777954101562,43,900000,1,2,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",11159.0712890625,44,600000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",887.765991210938,46,600000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",262.670227050781,36,600000,1,2,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",577.506408691406,22,500000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",354.746704101562,66,450000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",2031.36962890625,44,450000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",3800.75537109375,56,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",676.325744628906,65,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",2206.0791015625,35,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",3944.6337890625,25,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",1340.5576171875,43,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",2909.67138671875,18,401500,2,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",532.246154785156,41,401500,1,2,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",1541.24084472656,57,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",3308.69091796875,72,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",1051.27990722656,40,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",459.402282714844,52,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",1916.9306640625,33,401500,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",240.05615234375,60,400000,1,2,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",4586.16552734375,30,390000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",1275.63732910156,42,350000,1,2,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",8309.73046875,24,200000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",2903.97290039062,21,190000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",2231.8779296875,66,170000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",4543.3740234375,20,133000,1,2,344,0.0589203195277629
15,"Arica y Parinacota","Hombre",2098.26611328125,50,100000,1,1,344,0.0589203195277629
15,"Arica y Parinacota","Mujer",504.170471191406,56,60000,1,1,344,0.0589203195277629
16,"Ñuble","Hombre",3868.63989257812,53,1700000,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",2712.96118164062,67,1600000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",2761.70727539062,31,1150000,1,2,370,0.0633735994920706
16,"Ñuble","Hombre",4379.76171875,47,800000,1,2,370,0.0633735994920706
16,"Ñuble","Hombre",2401.82763671875,61,705000,1,2,370,0.0633735994920706
16,"Ñuble","Mujer",3681.09326171875,55,680000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",4779.65869140625,55,600000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",9377.0869140625,45,600000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",1477.94299316406,38,510000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",5748.87353515625,20,510000,1,3,370,0.0633735994920706
16,"Ñuble","Hombre",5065.619140625,57,500000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",6899.521484375,30,500000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",2838.63623046875,61,450000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",8430.6796875,78,401500,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",3237.07836914062,68,401500,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",1034.61511230469,48,401500,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",2268.36450195312,74,401500,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",11100.9228515625,31,401500,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",12948.029296875,69,401500,2,1,370,0.0633735994920706
16,"Ñuble","Hombre",11467.0791015625,67,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",4952.65771484375,78,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",11833.34765625,62,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",3518.62573242188,49,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",2773.623046875,66,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",2324.13793945312,53,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",1512.96875,75,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",7493.9833984375,43,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",16138.2958984375,33,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",16536.57421875,72,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",9436.4140625,53,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",4746.28857421875,54,401500,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",6731.57470703125,59,400000,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",4881.29345703125,39,400000,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",6513.71533203125,25,350000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",4375.03564453125,21,314000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",3743.16040039062,49,300000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",3147.8525390625,65,300000,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",15192.2255859375,44,300000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",10650.046875,31,200000,1,2,370,0.0633735994920706
16,"Ñuble","Mujer",4610.88525390625,44,100000,1,1,370,0.0633735994920706
16,"Ñuble","Mujer",1236.06640625,44,50000,1,1,370,0.0633735994920706
16,"Ñuble","Hombre",7580.8232421875,50,0,1,1,370,0.0633735994920706
